"metric","value"
"n",78
"r_squared",0.574992300234321
"adj_r_squared",0.532491530257753
"f_statistic",13.5289854878237
"f_p_value",6.40935624334959e-11
"max_vif",4.70684122313614
"shapiro_p",3.5633364723301e-05
"breusch_pagan_p",0.972627537576924
